1,C,7,10/01/2022 02:39 AM,2
1,U,13,10/01/2022 02:39 AM,86
1,W,11,10/01/2022 02:39 AM,36
1,NX,10,10/01/2022 02:39 AM,96
1,MJB,14,10/01/2022 02:39 AM,4
1,YA,14,10/01/2022 02:39 AM,41
2,UAT,13,11/08/2021 05:32 AM,93
2,EH,7,11/08/2021 05:32 AM,92
2,MOU,2,11/08/2021 05:32 AM,81
2,J,5,11/08/2021 05:32 AM,46
2,C,3,11/08/2021 05:32 AM,4
2,EUI,15,11/08/2021 05:32 AM,3
2,G,13,11/08/2021 05:32 AM,57
2,B,9,11/08/2021 05:32 AM,17
2,GJ,13,11/08/2021 05:32 AM,76
2,V,10,11/08/2021 05:32 AM,52
2,FZ,1,11/08/2021 05:32 AM,28
3,D,4,17/09/2020 03:26 PM,61
3,NX,14,17/09/2020 03:26 PM,3
3,HD,15,17/09/2020 03:26 PM,22
3,S,6,17/09/2020 03:26 PM,30
3,MJB,5,17/09/2020 03:26 PM,65
3,K,12,17/09/2020 03:26 PM,86
3,B,6,17/09/2020 03:26 PM,26
3,UAT,10,17/09/2020 03:26 PM,80
3,C,9,17/09/2020 03:26 PM,84
4,MNJ,14,22/09/2022 09:13 AM,23
4,WM,15,22/09/2022 09:13 AM,56
4,EH,2,22/09/2022 09:13 AM,47
4,UJO,4,22/09/2022 09:13 AM,91
4,MNJ,11,22/09/2022 09:13 AM,77
4,R,6,22/09/2022 09:13 AM,84
5,S,12,12/07/2021 06:02 PM,92
5,UJO,9,12/07/2021 06:02 PM,29
5,U,7,12/07/2021 06:02 PM,50
5,XMD,8,12/07/2021 06:02 PM,12
5,G,13,12/07/2021 06:02 PM,70
5,GU,13,12/07/2021 06:02 PM,96
5,I,9,12/07/2021 06:02 PM,92
5,G,7,12/07/2021 06:02 PM,5
6,U,2,26/10/2021 10:50 PM,12
6,DI,9,26/10/2021 10:50 PM,32
6,K,3,26/10/2021 10:50 PM,38
6,C,5,26/10/2021 10:50 PM,60
